popularity,original_title,director,runtime,vote_count,vote_average,release_year,budget_adj,revenue_adj,genres_2,rating_level,pop_level
5.5731839999999995,Ant-Man,Peyton Reed,115,3779,7.0,2015,119599947.4,477113780.0,Science Fiction,High,Very Popular
5.556818,Cinderella,Kenneth Branagh,112,1495,6.8,2015,87399961.54,498963025.2,Romance,High,Very Popular
5.476958,The Hunger Games: Mockingjay - Part 2,Francis Lawrence,136,2380,6.5,2015,147199935.2,598481289.5,War,Above Average,Very Popular
5.4621379999999995,Tomorrowland,Brad Bird,130,1899,6.2,2015,174799923.1,192312729.9,Action,Below Average,Very Popular
5.337064,Southpaw,Antoine Fuqua,123,1386,7.3,2015,27599987.86,84373003.72,Action,High,Very Popular
4.907832,San Andreas,Brad Peyton,114,2060,6.1,2015,101199955.5,432851375.0,Action,Below Average,Very Popular
4.710401999999999,Fifty Shades of Grey,Sam Taylor-Johnson,125,1865,5.3,2015,36799983.81,524079119.0,Drama,Low,Very Popular
4.648046,The Big Short,Adam McKay,130,1545,7.3,2015,25759988.67,122678731.5,Comedy,High,Very Popular
4.566713,Mission: Impossible - Rogue Nation,Christopher McQuarrie,131,2349,7.1,2015,137999939.3,627743451.7,Action,High,Very Popular
4.5645489999999995,Ted 2,Seth MacFarlane,115,1666,6.3,2015,62559972.47,198594430.1,Comedy,Above Average,Very Popular
4.503789,Kingsman: The Secret Service,Matthew Vaughn,130,3833,7.6,2015,74519967.21,371497801.7,Crime,High,Very Popular
4.062293,Spotlight,Tom McCarthy,128,1559,7.8,2015,18399991.9,81278719.4,Drama,High,Very Popular
3.968891,Maze Runner: The Scorch Trials,Wes Ball,132,1849,6.4,2015,56119975.31,286356245.9,Action,Above Average,Very Popular
3.899557,Chappie,Neill Blomkamp,120,1990,6.6,2015,45079980.16,93903685.24,Crime,Above Average,Very Popular
3.877764,Pitch Perfect 2,Elizabeth Banks,115,1264,6.8,2015,26679988.26,264505582.1,Comedy,High,Very Popular
3.6482099999999997,Bridge of Spies,Steven Spielberg,141,1638,7.1,2015,36799983.81,149601569.3,Thriller,High,Very Popular
3.6445410000000003,Goosebumps,Rob Letterman,103,600,6.2,2015,53359976.52,138157089.0,Adventure,Below Average,Very Popular
3.557846,Room,Lenny Abrahamson,117,1520,8.0,2015,5519997.571,32569603.03,Drama,High,Very Popular
3.3391349999999997,The Good Dinosaur,Peter Sohn,93,1087,6.6,2015,160999929.2,305371920.9,Adventure,Above Average,Very Popular
3.23737,Run All Night,Jaume Collet-Serra,114,814,6.3,2015,45999979.76,65836683.51,Action,Above Average,Very Popular
3.227329,Brooklyn,John Crowley,111,754,7.3,2015,10119995.55,57110024.59,Drama,High,Very Popular
3.2027189999999996,Straight Outta Compton,F. Gary Gray,147,918,7.7,2015,25759988.67,185504110.1,Drama,High,Very Popular
3.080505,The Last Witch Hunter,Breck Eisner,106,879,5.6,2015,82799963.57,129164861.2,Fantasy,Low,Very Popular
3.0795220000000003,Steve Jobs,Danny Boyle,122,1035,6.9,2015,27599987.86,31686509.22,History,High,Very Popular
3.0534209999999997,The Man from U.N.C.L.E.,Guy Ritchie,116,1548,7.0,2015,68999969.64,99493456.5,Comedy,High,Very Popular
3.025852,The Age of Adaline,Lee Toland Krieger,112,1221,7.3,2015,22999989.88,39219376.66,Fantasy,High,Very Popular
3.023253,Hardcore Henry,Ilya Naishuller,97,396,5.9,2015,9199995.952,13187081.0,Action,Below Average,Very Popular
2.976436,Home,Tim Johnson,94,1060,6.9,2015,124199945.4,339361177.1,Fantasy,High,Very Popular
2.968254,Paper Towns,Jake Schreier,109,1252,6.2,2015,11039995.14,78671281.38,Drama,Below Average,Very Popular
2.8851259999999996,The Lobster,Yorgos Lanthimos,118,638,6.6,2015,3679998.381,8339346.451,Thriller,Above Average,Very Popular
2.883233,Carol,Todd Haynes,118,562,7.1,2015,10855995.22,37050347.9,Romance,High,Very Popular
2.8148020000000002,The Intern,Nancy Meyers,121,1255,7.1,2015,32199985.83,178999419.5,Comedy,High,Very Popular
2.7980169999999998,Everest,Baltasar KormÃ¡kur,121,1172,6.7,2015,50599977.74,187153294.9,Adventure,Above Average,Very Popular
2.793297,Joy,David O. Russell,124,1001,6.4,2015,55199975.71,93043293.34,Comedy,Above Average,Very Popular
2.6144990000000004,Point Break,Ericson Core,114,505,5.5,2015,96599957.5,123021160.0,Action,Low,Very Popular
2.584264,Burnt,John Wells,100,631,6.3,2015,18399991.9,33678188.74,Drama,Above Average,Very Popular
2.578919,Self/less,Tarsem Singh,116,719,6.2,2015,23919989.48,28081355.56,Science Fiction,Below Average,Very Popular
2.575711,Mortdecai,David Koepp,106,696,5.3,2015,55199975.71,27985062.89,Comedy,Low,Very Popular
2.557859,The Danish Girl,Tom Hooper,120,867,7.3,2015,13799993.93,59056175.18,Drama,High,Very Popular
2.5507470000000003,Blackhat,Michael Mann,133,584,5.0,2015,64399971.66,16332697.61,Mystery,Low,Very Popular
2.487849,Sicario,Denis Villeneuve,121,1479,7.1,2015,27599987.86,77303716.71,Action,High,Very Popular
2.4870419999999998,Fantastic Four,Josh Trank,100,1565,4.4,2015,110399952.3,154539320.3,Action,Low,Very Popular
2.46449,The Witch,Robert Eggers,92,700,5.8,2015,3219998.583,37190013.04,Mystery,Below Average,Very Popular
2.404473,Spy,Paul Feig,120,1840,6.9,2015,59799973.69,216812826.1,Action,High,Very Popular
2.395366,Focus,Glenn Ficarra|John Requa,105,1831,6.7,2015,46091979.72,141645863.6,Romance,Above Average,Very Popular
2.354654,Hitman: Agent 47,Aleksander Bach,96,820,5.5,2015,32199985.83,75759810.19,Action,Low,Very Popular
2.345821,In the Heart of the Sea,Ron Howard,122,805,6.4,2015,91999959.52,86315059.38,Thriller,Above Average,Very Popular
2.3315669999999997,Creed,Ryan Coogler,133,1171,7.3,2015,32199985.83,126900665.8,Drama,High,Very Popular
2.31767,Trainwreck,Judd Apatow,125,849,6.1,2015,32199985.83,129532072.6,Comedy,Below Average,Very Popular
2.29573,Eye in the Sky,Gavin Hood,102,265,7.2,2015,11959994.74,30220316.9,Drama,High,Very Popular
2.28135,Legend,Brian Helgeland,131,619,6.7,2015,22999989.88,39535137.08,Crime,Above Average,Very Popular
2.234573,Pan,Joe Wright,111,586,5.9,2015,137999939.3,118117202.4,Adventure,Below Average,Very Popular
2.140199,The Peanuts Movie,Steve Martino,88,414,6.4,2015,91079959.92,226534364.3,Adventure,Above Average,Very Popular
2.121884,Concussion,Peter Landesman,123,500,6.9,2015,32199985.83,44733666.56,Drama,High,Very Popular
2.096273,The Night Before,Jonathan Levine,100,363,6.1,2015,22999989.88,48204295.11,Comedy,Below Average,Very Popular
2.0809349999999998,Knock Knock,Eli Roth,99,473,4.8,2015,2299998.988,4796917.449,Drama,Low,Very Popular
2.070708,The Longest Ride,"George Tillman, Jr.",128,711,7.3,2015,31279986.24,57972193.01,Romance,High,Very Popular
2.060162,Hotel Transylvania 2,Genndy Tartakovsky,89,919,6.8,2015,73599967.62,428888671.8,Animation,High,Very Popular
2.055572,Love the Coopers,Jessie Nelson,107,111,5.3,2015,15639993.12,22079990.28,Family,Low,Very Popular
2.049886,The Walk,Robert Zemeckis,123,706,6.8,2015,32199985.83,56287361.87,Adventure,High,Very Popular
2.0266509999999998,Tracers,Daniel Benmayor,94,326,5.9,2015,10119995.55,1714249.0459999999,Action,Below Average,Very Popular
2.000338,Vacation,John Francis Daley|Jonathan M. Goldstein,99,846,6.1,2015,28519987.45,96033410.71,Adventure,Below Average,Very Popular
1.984529,Poltergeist,Gil Kenan,93,589,5.0,2015,32199985.83,87802915.85,Horror,Low,Very Popular
1.9800389999999999,Maggie,Henry Hobson,95,384,5.1,2015,3679998.381,172142.9643,Horror,Low,Very Popular
1.95632,Child 44,Daniel Espinosa,137,341,5.9,2015,45999979.76,3058382.2539999997,Crime,Below Average,Very Popular
1.926739,The Gift,Joel Edgerton,108,631,6.6,2015,4599997.976,54260336.89,Thriller,Above Average,Very Popular
1.904898,Daddy's Home,Sean Anders,96,568,5.7,2015,45999979.76,221131463.3,Comedy,Low,Very Popular
1.865007,The Little Prince,Mark Osborne,92,423,7.5,2015,58879974.09,89765510.5,Adventure,High,Very Popular
1.82313,The Dressmaker,Jocelyn Moorhouse,118,197,6.9,2015,10975595.17,16872792.58,Drama,High,Very Popular
1.758618,The DUFF,Ari Sandel,100,753,6.8,2015,7819996.558999999,40046325.66,Romance,High,Very Popular
1.742286,Sinister 2,Ciaran Foy,97,331,5.5,2015,9199995.952,48651435.15,Horror,Low,Very Popular
1.73518,Paul Blart: Mall Cop 2,Andy Fickman,94,422,5.3,2015,27599987.86,98989419.08,Action,Low,Very Popular
1.6510779999999998,The Boy Next Door,Rob Cohen,91,810,3.9,2015,3679998.381,46150034.45,Thriller,Low,Very Popular
1.532997,Entourage,Doug Ellin,104,364,6.2,2015,27599987.86,45322311.74,Comedy,Below Average,Very Popular
1.5100959999999999,The Wedding Ringer,Jeremy Garelick,101,446,6.5,2015,21159990.69,73415857.3,Comedy,Above Average,Very Popular
1.499614,Scouts Guide to the Zombie Apocalypse,Christopher B. Landon,93,288,6.2,2015,13799993.93,13671898.7,Comedy,Below Average,Very Popular
1.495112,The Visit,M. Night Shyamalan,94,729,5.9,2015,4599997.976,90574017.19,Horror,Below Average,Very Popular
1.4832459999999998,Black Mass,Scott Cooper,122,848,6.3,2015,48759978.55,91793583.37,Crime,Above Average,Very Popular
1.449072,Heist,Scott Mann,93,233,5.4,2015,8187996.397000001,46125.0997,Crime,Low,Very Popular
1.448002,Krampus,Michael Dougherty,98,342,5.9,2015,13799993.93,56624785.53,Horror,Below Average,Very Popular
1.443406,Dark Places,Gilles Paquet-Brenner,113,322,5.7,2015,18399991.9,191900.8756,Drama,Low,Very Popular
1.41239,No Escape,John Erick Dowdle,103,519,6.7,2015,4599997.976,50065340.21,Action,Above Average,Very Popular
1.40805,Dope,Rick Famuyiwa,103,448,7.3,2015,643999.7166,16547831.24,Crime,High,Very Popular
1.3882510000000001,American Ultra,Nima Nourizadeh,96,695,5.9,2015,25759988.67,25951426.78,Comedy,Below Average,Very Popular
1.388032,Woman in Gold,Simon Curtis,120,277,7.3,2015,10119995.55,56690166.22,Drama,High,Very Popular
1.3766049999999999,Sisters,Jason Moore,118,399,5.9,2015,27599987.86,96610126.25,Comedy,Below Average,Very Popular
1.360926,Project Almanac,Dean Israelite,106,637,6.3,2015,11039995.14,29668368.67,Science Fiction,Above Average,Popular
1.3558219999999999,The Transporter Refueled,Camille Delamarre,96,407,5.3,2015,22999989.88,66819267.0,Thriller,Low,Popular
1.345982,Crimson Peak,Guillermo del Toro,119,819,6.4,2015,50599977.74,68705406.01,Mystery,Above Average,Popular
1.338481,Magic Mike XXL,Gregory Jacobs,115,501,6.3,2015,13615994.01,112619962.9,Comedy,Above Average,Popular
1.338322,Paranormal Activity: The Ghost Dimension,Gregory Plotkin,88,267,5.0,2015,9199995.952,71851557.15,Horror,Low,Popular
1.316239,Trumbo,Jay Roach,124,273,7.2,2015,13799993.93,7576804.786,Drama,High,Popular
1.315266,Secret in Their Eyes,Billy Ray,111,202,6.2,2015,17939992.11,29614535.81,Crime,Below Average,Popular
1.291013,The SpongeBob Movie: Sponge Out of Water,Paul Tibbitt,93,533,5.7,2015,68079970.04,286666383.3,Family,Low,Popular
1.278928,Max,Boaz Yakin,111,214,7.0,2015,18399991.9,40449856.8,Adventure,High,Popular
1.225325,The Gunman,Pierre Morel,115,283,5.6,2015,36799983.81,9811564.763,Action,Low,Popular
1.191138,Unfriended,Levan Gabriadze,82,643,5.6,2015,919999.5952,57851497.35,Horror,Low,Popular
1.178831,Hot Pursuit,Anne Fletcher,87,472,5.5,2015,32199985.83,47545764.0,Action,Low,Popular
1.1647239999999999,Insidious: Chapter 3,Leigh Whannell,97,610,6.3,2015,9199995.952,95959500.7,Drama,Above Average,Popular
1.142518,The Lady in the Van,Nicholas Hytner,104,135,5.9,2015,5519997.571,38076655.29,Comedy,Below Average,Popular
1.138395,Victor Frankenstein,Paul McGuigan,109,408,5.5,2015,36799983.81,31489100.3,Drama,Low,Popular
1.1252389999999999,Anomalisa,Duke Johnson|Charlie Kaufman,90,259,6.7,2015,7359996.762,3458541.598,Animation,Above Average,Popular
1.03839,The Diary of a Teenage Girl,Marielle Heller,102,186,6.8,2015,1839999.19,1358841.2419999999,Drama,High,Popular
1.0070540000000001,Irrational Man,Woody Allen,95,319,6.1,2015,10119995.55,25199786.19,Mystery,Below Average,Popular
0.956096,Ricki and the Flash,Jonathan Demme,100,152,5.5,2015,16559992.71,38019285.03,Comedy,Low,Popular
0.950793,The Perfect Guy,David M. Rosenthal,100,122,5.6,2015,11039995.14,55451294.76,Drama,Low,Popular
0.9376200000000001,While We're Young,Noah Baumbach,97,265,5.9,2015,9199995.952,6980483.129,Drama,Below Average,Popular
0.9273389999999999,Get Hard,Etan Cohen,100,661,5.9,2015,36799983.81,97990493.64,Comedy,Below Average,Popular
0.9060360000000001,The 33,Patricia Riggen,120,262,5.8,2015,22999989.88,22910495.08,History,Below Average,Popular
0.8982959999999999,Suffragette,Sarah Gavron,106,231,7.1,2015,12879994.33,14722219.92,Drama,High,Popular
0.8809379999999999,We Are Your Friends,Max Joseph,96,412,6.2,2015,5519997.571,10232318.3,Drama,Below Average,Popular
0.8324870000000001,The Second Best Exotic Marigold Hotel,John Madden,122,196,6.4,2015,9199995.952,79099969.92,Drama,Above Average,Popular
0.829111,Little Boy,Alejandro Monteverde,106,113,7.1,2015,18399991.9,5906690.881,Comedy,High,Popular
0.814206,Aloha,Cameron Crowe,105,469,5.2,2015,34039985.02,24150007.77,Adventure,Low,Popular
0.795762,Our Brand Is Crisis,David Gordon Green,108,122,5.7,2015,25759988.67,6442077.285,Drama,Low,Semi Popular
0.706023,Freeheld,Peter Sollett,103,86,7.1,2015,6439997.166,527467.9679,Romance,High,Semi Popular
0.699932,Love,Gaspar NoÃ©,134,307,4.7,2015,2759998.7860000003,639647.1986,Drama,Low,Semi Popular
0.69957,Truth,James Vanderbilt,121,89,6.4,2015,8831996.114,2338228.651,Drama,Above Average,Semi Popular
0.690479,Danny Collins,Dan Fogelman,107,114,6.6,2015,9199995.952,9968887.454,Comedy,Above Average,Semi Popular
0.6895789999999999,Rock the Kasbah,Barry Levinson,100,56,5.1,2015,13799993.93,2779009.6569999997,Comedy,Low,Semi Popular
0.6737920000000001,"Hello, My Name Is Doris",Michael Showalter,95,87,6.6,2015,919999.5952,13289393.23,Comedy,Above Average,Semi Popular
0.669351,The Vatican Tapes,Mark Neveldine,91,164,4.5,2015,11959994.74,1641981.2380000001,Thriller,Low,Semi Popular
0.661471,99 Homes,Ramin Bahrani,112,121,6.8,2015,7359996.762,1298972.268,Drama,High,Semi Popular
0.6611630000000001,Hot Tub Time Machine 2,Steve Pink,93,244,5.0,2015,12879994.33,11329473.94,Comedy,Low,Semi Popular
0.654046,Manglehorn,David Gordon Green,97,35,5.0,2015,3679998.381,131652.8621,Drama,Low,Semi Popular
0.602165,A Walk in the Woods,Ken Kwapis,104,171,5.4,2015,7359996.762,33111785.47,Drama,Low,Semi Popular
0.599655,The Lazarus Effect,David Gelb,83,327,4.9,2015,3035998.664,58981843.81,Thriller,Low,Semi Popular
0.577814,Unfinished Business,Ken Scott,90,241,4.9,2015,32199985.83,13276746.92,Comedy,Low,Semi Popular
0.5707439999999999,Lost River,Ryan Gosling,95,129,5.7,2015,1839999.19,41796.50161,Fantasy,Low,Semi Popular
0.532205,The Gallows,Travis Cluff|Chris Lofing,87,247,5.0,2015,91999.95952,39251239.93,Horror,Low,Semi Popular
0.524315,By the Sea,Angelina Jolie,122,82,5.4,2015,9199995.952,3068131.49,Drama,Low,Semi Popular
0.46208999999999995,Black or White,Mike Binder,121,72,6.7,2015,8279996.357000001,19845485.15,Drama,Above Average,Non Popular
0.45087200000000005,I Saw the Light,Marc Abraham,123,19,5.6,2015,11959994.74,1515044.293,Drama,Low,Non Popular
0.43558199999999997,Jem and the Holograms,Jon M. Chu,119,69,5.7,2015,4599997.976,2146988.335,Drama,Low,Non Popular
0.424813,Beasts of No Nation,Cary Fukunaga,137,306,7.5,2015,5519997.571,83514.80325,Drama,High,Non Popular
0.41491300000000003,Demonic,Will Canon,83,91,5.0,2015,2759998.7860000003,3116038.6289999997,Thriller,Low,Non Popular
0.40223600000000004,The D Train,Andrew Mogel|Jarrad Paul,101,47,4.2,2015,411721.8988,709611.3278,Drama,Low,Non Popular
0.36590100000000003,Strangerland,Kim Farrant,111,48,5.0,2015,9199995.952,16074.232930000002,Drama,Low,Non Popular
0.336107,Captive,Jerry Jameson,97,55,5.7,2015,1839999.19,2577386.226,Crime,Low,Non Popular
0.29875100000000004,90 Minutes in Heaven,Michael Polish,121,24,5.7,2015,4599997.976,4455281.12,Drama,Low,Non Popular
0.259794,Grandma,Paul Weitz,78,81,5.6,2015,551999.7571,6520452.971,Drama,Low,Non Popular
0.7310220000000001,War Room,Alex Kendrick,120,57,6.9,2015,2759998.7860000003,62366880.2,Drama,High,Semi Popular
0.07610900000000001,Stonewall,Roland Emmerich,129,14,5.6,2015,12419994.54,172660.004,Drama,Low,Non Popular
24.949134,Interstellar,Christopher Nolan,169,6498,8.0,2014,151980023.4,572690645.1,Adventure,High,Very Popular
14.311205,Guardians of the Galaxy,James Gunn,121,5612,7.9,2014,156585478.6,712291130.2,Action,High,Very Popular
12.971027000000001,Captain America: The Winter Soldier,Joe Russo|Anthony Russo,136,3848,7.6,2014,156585478.6,658365092.9,Action,High,Very Popular
11.422751,John Wick,Chad Stahelski|David Leitch,101,2712,7.0,2014,18421821.02,72526614.47,Action,High,Very Popular
10.739009,The Hunger Games: Mockingjay - Part 1,Francis Lawrence,123,3590,6.6,2014,115136381.3,692752790.2,Science Fiction,Above Average,Very Popular
10.174599,The Hobbit: The Battle of the Five Armies,Peter Jackson,144,3110,7.1,2014,230272762.7,879752289.1,Adventure,High,Very Popular
8.691294000000001,Big Hero 6,Don Hall|Chris Williams,102,4185,7.8,2014,151980023.4,600648487.7,Adventure,High,Very Popular
8.110711,The Imitation Game,Morten Tyldum,113,3478,8.0,2014,12895274.71,215126072.5,History,High,Very Popular
7.1372729999999995,The Maze Runner,Wes Ball,113,3425,7.0,2014,31317095.73,320834306.8,Action,High,Very Popular
6.907147999999999,Birdman,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,119,2801,7.3,2014,16579638.91,95070499.39,Drama,High,Very Popular
6.438727,Gone Girl,David Fincher,145,3720,7.9,2014,56186554.1,340186892.1,Mystery,High,Very Popular
6.415818,Fury,David Ayer,135,2572,7.4,2014,62634191.45,195103577.6,War,High,Very Popular
6.2866919999999995,Night at the Museum: Secret of the Tomb,Shawn Levy,97,1111,6.1,2014,116978563.4,321851579.1,Adventure,Below Average,Very Popular
6.14502,Divergent,Neil Burger,139,3038,6.9,2014,78292739.32,265963102.0,Action,High,Very Popular
6.052479,X-Men: Days of Future Past,Bryan Singer,131,4006,7.6,2014,230272762.7,687133923.9,Action,High,Very Popular
5.947136,Lucy,Luc Besson,89,3699,6.3,2014,36843642.03,426796807.3,Action,Above Average,Very Popular
5.787396,Teenage Mutant Ninja Turtles,Jonathan Liebesman,101,1836,5.8,2014,115136381.3,439544649.4,Science Fiction,Below Average,Very Popular
5.701683,Sex Tape,Jake Kasdan,97,1150,5.3,2014,36843642.03,116121496.5,Comedy,Low,Very Popular
5.522641,Nightcrawler,Dan Gilroy,117,2087,7.6,2014,7829273.932,35643660.27,Crime,High,Very Popular
4.983782,Transformers: Age of Extinction,Michael Bay,165,2161,5.9,2014,193429120.7,226127853.0,Science Fiction,Below Average,Very Popular
4.93082,The Grand Budapest Hotel,Wes Anderson,99,2802,7.9,2014,27632731.52,160822790.4,Comedy,High,Very Popular
4.780419,Whiplash,Damien Chazelle,105,2372,8.2,2014,3039600.4680000003,12888912.73,Drama,High,Very Popular
4.452507,Dawn of the Planet of the Apes,Matt Reeves,130,2625,7.4,2014,156585478.6,652316682.2,Science Fiction,High,Very Popular
4.1452089999999995,The Equalizer,Antoine Fuqua,132,2100,7.2,2014,50660007.79,177154121.6,Thriller,High,Very Popular
4.105685,Horrible Bosses 2,Sean Anders,108,1033,6.1,2014,38685824.13,98230083.94,Comedy,Below Average,Very Popular
4.101979,The Amazing Spider-Man 2,Marc Webb,142,2813,6.6,2014,184218210.2,650030011.0,Action,Above Average,Very Popular
3.990452,Edge of Tomorrow,Doug Liman,113,3267,7.7,2014,163954207.0,341302234.8,Action,High,Very Popular
3.9892309999999997,The Interview,Evan Goldberg|Seth Rogen,112,1657,6.1,2014,40528006.23,10413095.52,Action,Below Average,Very Popular
3.8630739999999997,American Sniper,Clint Eastwood,134,3004,7.5,2014,54160153.79,499514514.1,War,High,Very Popular
3.81374,Exodus: Gods and Kings,Ridley Scott,153,1377,5.6,2014,128952747.1,246881718.1,Adventure,Low,Very Popular
3.689601,Godzilla,Gareth Edwards,123,2169,6.2,2014,147374568.1,487327232.3,Action,Below Average,Very Popular
3.5823150000000004,Maleficent,Robert Stromberg,97,2928,7.0,2014,165796389.1,698565012.0,Fantasy,High,Very Popular
3.573028,The November Man,Roger Donaldson,108,481,6.0,2014,13816365.76,29987149.86,Crime,Below Average,Very Popular
3.489314,Ouija,Stiles White,89,569,4.9,2014,4605455.254,94439261.87,Horror,Low,Very Popular
3.4891059999999996,How to Train Your Dragon 2,Dean DeBlois,102,2152,7.7,2014,133558202.4,561057788.3,Fantasy,High,Very Popular
3.3937410000000003,It Follows,David Robert Mitchell,100,1003,6.6,2014,1842182.102,12434729.19,Thriller,Above Average,Very Popular
3.34625,The Expendables 3,Patrick Hughes,127,1275,6.2,2014,82898194.57,189903685.2,Action,Below Average,Very Popular
3.3277989999999997,The Lego Movie,Phil Lord|Christopher Miller,100,2268,7.5,2014,55265463.05,432139714.8,Adventure,High,Very Popular
3.260581,Seventh Son,Sergey Bodrov,102,675,5.1,2014,87503649.82,105168898.6,Adventure,Low,Very Popular
3.170271,The Theory of Everything,James Marsh,123,1960,7.8,2014,13816365.76,111638022.3,Drama,High,Very Popular
3.14993,Let's Be Cops,Luke Greenfield,104,912,6.4,2014,15658547.86,125840630.1,Comedy,Above Average,Very Popular
3.028769,Dracula Untold,Gary Shore,92,1666,6.1,2014,64476373.55,198522018.2,Horror,Below Average,Very Popular
3.007018,Penguins of Madagascar,Simon J. Smith|Eric Darnell,92,939,6.5,2014,121584018.7,344075490.8,Family,Above Average,Very Popular
2.996038,Into the Woods,Rob Marshall,125,1095,5.6,2014,46054552.54,196102469.5,Fantasy,Low,Very Popular
2.979181,300: Rise of an Empire,Noam Murro,102,1664,6.1,2014,101320015.6,310941963.9,Action,Below Average,Very Popular
2.881991,The Giver,Phillip Noyce,94,1151,6.3,2014,23027276.27,61695098.6,Drama,Above Average,Very Popular
2.8050189999999997,22 Jump Street,Phil Lord|Christopher Miller,112,2416,7.0,2014,46054552.54,173571884.2,Crime,High,Very Popular
2.777996,A Walk Among the Tombstones,Scott Frank,113,823,6.2,2014,25790549.42,48985095.83,Crime,Below Average,Very Popular
2.721864,Paddington,Paul King,95,606,7.1,2014,50660007.79,238753457.1,Comedy,High,Very Popular
2.692691,Cake,Daniel Barnz,102,255,6.1,2014,6447637.355,2174033.706,Drama,Below Average,Very Popular
2.67235,Chef,Jon Favreau,115,866,7.2,2014,10132001.56,42340653.55,Comedy,High,Very Popular
2.6112509999999998,The Purge: Anarchy,James DeMonaco,104,1126,6.6,2014,8289819.457,100198906.8,Horror,Above Average,Very Popular
2.601775,Left Behind,Vic Armstrong,110,253,3.8,2014,14737456.81,18129765.15,Thriller,Low,Very Popular
2.595951,Boyhood,Richard Linklater,164,1343,7.6,2014,3684364.203,40849467.01,Drama,High,Very Popular
2.576396,A Most Violent Year,J.C. Chandor,125,384,6.4,2014,18421821.02,11059604.72,Action,Above Average,Very Popular
2.549403,Hercules,Brett Ratner,99,1215,5.6,2014,92109105.08,224193561.8,Action,Low,Very Popular
2.526779,Noah,Darren Aronofsky,139,1589,5.5,2014,115136381.3,334022131.1,Drama,Low,Very Popular
2.523101,The Judge,David Dobkin,141,974,7.2,2014,46054552.54,77113179.06,Drama,High,Very Popular
2.4451650000000003,Blended,Frank Coraci,117,720,6.7,2014,36843642.03,113749780.1,Comedy,Above Average,Very Popular
2.376309,Neighbors,Nicholas Stoller,96,1829,6.2,2014,16579638.91,246997381.3,Comedy,Below Average,Very Popular
2.361267,If I Stay,R.J. Cutler,106,856,7.2,2014,10132001.56,72650912.02,Drama,High,Very Popular
2.303556,Step Up All In,Trish Sie,112,421,6.7,2014,41449097.28,79366405.41,Romance,Above Average,Very Popular
2.293859,The Fault in Our Stars,Josh Boone,125,2389,7.8,2014,11053092.61,281072099.3,Romance,High,Very Popular
2.1654619999999998,Ride Along,Tim Story,99,634,6.1,2014,23027276.27,141846012.9,Action,Below Average,Very Popular
2.160156,Inherent Vice,Paul Thomas Anderson,148,552,6.3,2014,18421821.02,10234219.64,Comedy,Above Average,Very Popular
2.141491,Jack Ryan: Shadow Recruit,Kenneth Branagh,105,873,5.9,2014,55265463.05,46560330.08,Action,Below Average,Very Popular
2.1367580000000004,Non-Stop,Jaume Collet-Serra,106,1648,6.8,2014,46054552.54,205227928.6,Action,High,Very Popular
2.116264,Predestination,Michael Spierig|Peter Spierig,97,1136,7.2,2014,5066000.779,2763273.152,Science Fiction,High,Very Popular
1.957672,The Drop,MichaÃ«l R. Roskam,106,583,6.6,2014,11605747.24,17186067.76,Drama,Above Average,Very Popular
