id,popularity,original_title,director,runtime,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj
257211,2.8148020000000002,The Intern,Nancy Meyers,121,Comedy,1255,7.1,2015,32199985.83,178999419.5
253412,2.7980169999999998,Everest,Baltasar KormÃ¡kur,121,Adventure|Drama,1172,6.7,2015,50599977.74,187153294.9
274479,2.793297,Joy,David O. Russell,124,Comedy|Drama,1001,6.4,2015,55199975.71,93043293.34
257088,2.6144990000000004,Point Break,Ericson Core,114,Action|Crime|Thriller,505,5.5,2015,96599957.5,123021160.0
295964,2.584264,Burnt,John Wells,100,Drama,631,6.3,2015,18399991.9,33678188.74
238615,2.578919,Self/less,Tarsem Singh,116,Science Fiction|Mystery|Thriller,719,6.2,2015,23919989.48,28081355.56
210860,2.575711,Mortdecai,David Koepp,106,Comedy|Adventure,696,5.3,2015,55199975.71,27985062.89
306819,2.557859,The Danish Girl,Tom Hooper,120,Drama,867,7.3,2015,13799993.93,59056175.18
201088,2.5507470000000003,Blackhat,Michael Mann,133,Mystery|Crime|Action|Thriller|Drama,584,5.0,2015,64399971.66,16332697.61
273481,2.487849,Sicario,Denis Villeneuve,121,Action|Crime|Drama|Mystery|Thriller,1479,7.1,2015,27599987.86,77303716.71
166424,2.4870419999999998,Fantastic Four,Josh Trank,100,Action|Adventure|Science Fiction,1565,4.4,2015,110399952.3,154539320.3
310131,2.46449,The Witch,Robert Eggers,92,Mystery|Horror,700,5.8,2015,3219998.583,37190013.04
238713,2.404473,Spy,Paul Feig,120,Action|Comedy|Crime,1840,6.9,2015,59799973.69,216812826.1
256591,2.395366,Focus,Glenn Ficarra|John Requa,105,Romance|Comedy|Crime|Drama,1831,6.7,2015,46091979.72,141645863.6
249070,2.354654,Hitman: Agent 47,Aleksander Bach,96,Action|Crime|Thriller,820,5.5,2015,32199985.83,75759810.19
205775,2.345821,In the Heart of the Sea,Ron Howard,122,Thriller|Drama|Adventure|Action|History,805,6.4,2015,91999959.52,86315059.38
312221,2.3315669999999997,Creed,Ryan Coogler,133,Drama,1171,7.3,2015,32199985.83,126900665.8
271718,2.31767,Trainwreck,Judd Apatow,125,Comedy,849,6.1,2015,32199985.83,129532072.6
333352,2.29573,Eye in the Sky,Gavin Hood,102,Drama|Thriller|War,265,7.2,2015,11959994.74,30220316.9
276907,2.28135,Legend,Brian Helgeland,131,Crime|Thriller,619,6.7,2015,22999989.88,39535137.08
266647,2.234573,Pan,Joe Wright,111,Adventure|Family|Fantasy,586,5.9,2015,137999939.3,118117202.4
227973,2.140199,The Peanuts Movie,Steve Martino,88,Adventure|Animation|Comedy|Family,414,6.4,2015,91079959.92,226534364.3
321741,2.121884,Concussion,Peter Landesman,123,Drama,500,6.9,2015,32199985.83,44733666.56
296100,2.096273,The Night Before,Jonathan Levine,100,Comedy,363,6.1,2015,22999989.88,48204295.11
263472,2.0809349999999998,Knock Knock,Eli Roth,99,Drama|Horror|Thriller,473,4.8,2015,2299998.988,4796917.449
228205,2.070708,The Longest Ride,"George Tillman, Jr.",128,Romance|Drama,711,7.3,2015,31279986.24,57972193.01
159824,2.060162,Hotel Transylvania 2,Genndy Tartakovsky,89,Animation|Comedy|Family,919,6.8,2015,73599967.62,428888671.8
333348,2.055572,Love the Coopers,Jessie Nelson,107,Family|Comedy,111,5.3,2015,15639993.12,22079990.28
285783,2.049886,The Walk,Robert Zemeckis,123,Adventure|Drama|Thriller,706,6.8,2015,32199985.83,56287361.87
290764,2.0266509999999998,Tracers,Daniel Benmayor,94,Action|Crime|Drama,326,5.9,2015,10119995.55,1714249.0459999999
296099,2.000338,Vacation,John Francis Daley|Jonathan M. Goldstein,99,Adventure|Comedy,846,6.1,2015,28519987.45,96033410.71
243688,1.984529,Poltergeist,Gil Kenan,93,Horror|Thriller,589,5.0,2015,32199985.83,87802915.85
287424,1.9800389999999999,Maggie,Henry Hobson,95,Horror,384,5.1,2015,3679998.381,172142.9643
181283,1.95632,Child 44,Daniel Espinosa,137,Crime|Thriller,341,5.9,2015,45999979.76,3058382.2539999997
328425,1.926739,The Gift,Joel Edgerton,108,Thriller|Mystery,631,6.6,2015,4599997.976,54260336.89
274167,1.904898,Daddy's Home,Sean Anders,96,Comedy,568,5.7,2015,45999979.76,221131463.3
309809,1.865007,The Little Prince,Mark Osborne,92,Adventure|Animation|Fantasy,423,7.5,2015,58879974.09,89765510.5
298382,1.82313,The Dressmaker,Jocelyn Moorhouse,118,Drama,197,6.9,2015,10975595.17,16872792.58
272693,1.758618,The DUFF,Ari Sandel,100,Romance|Comedy,753,6.8,2015,7819996.558999999,40046325.66
283445,1.742286,Sinister 2,Ciaran Foy,97,Horror,331,5.5,2015,9199995.952,48651435.15
256961,1.73518,Paul Blart: Mall Cop 2,Andy Fickman,94,Action|Adventure|Comedy|Family,422,5.3,2015,27599987.86,98989419.08
241251,1.6510779999999998,The Boy Next Door,Rob Cohen,91,Thriller,810,3.9,2015,3679998.381,46150034.45
188222,1.532997,Entourage,Doug Ellin,104,Comedy,364,6.2,2015,27599987.86,45322311.74
252838,1.5100959999999999,The Wedding Ringer,Jeremy Garelick,101,Comedy,446,6.5,2015,21159990.69,73415857.3
273477,1.499614,Scouts Guide to the Zombie Apocalypse,Christopher B. Landon,93,Comedy|Horror,288,6.2,2015,13799993.93,13671898.7
298312,1.495112,The Visit,M. Night Shyamalan,94,Horror|Thriller,729,5.9,2015,4599997.976,90574017.19
261023,1.4832459999999998,Black Mass,Scott Cooper,122,Crime|Drama,848,6.3,2015,48759978.55,91793583.37
336004,1.449072,Heist,Scott Mann,93,Crime|Action|Thriller,233,5.4,2015,8187996.397000001,46125.0997
287903,1.448002,Krampus,Michael Dougherty,98,Horror|Comedy|Fantasy,342,5.9,2015,13799993.93,56624785.53
182560,1.443406,Dark Places,Gilles Paquet-Brenner,113,Drama|Mystery|Thriller,322,5.7,2015,18399991.9,191900.8756
192141,1.41239,No Escape,John Erick Dowdle,103,Action|Thriller,519,6.7,2015,4599997.976,50065340.21
308639,1.40805,Dope,Rick Famuyiwa,103,Crime|Drama|Comedy,448,7.3,2015,643999.7166,16547831.24
261392,1.3882510000000001,American Ultra,Nima Nourizadeh,96,Comedy|Action,695,5.9,2015,25759988.67,25951426.78
304357,1.388032,Woman in Gold,Simon Curtis,120,Drama,277,7.3,2015,10119995.55,56690166.22
266294,1.3766049999999999,Sisters,Jason Moore,118,Comedy,399,5.9,2015,27599987.86,96610126.25
227719,1.360926,Project Almanac,Dean Israelite,106,Science Fiction|Thriller,637,6.3,2015,11039995.14,29668368.67
287948,1.3558219999999999,The Transporter Refueled,Camille Delamarre,96,Thriller|Action|Crime,407,5.3,2015,22999989.88,66819267.0
201085,1.345982,Crimson Peak,Guillermo del Toro,119,Mystery|Thriller|Fantasy|Horror|Drama,819,6.4,2015,50599977.74,68705406.01
264999,1.338481,Magic Mike XXL,Gregory Jacobs,115,Comedy|Drama|Music,501,6.3,2015,13615994.01,112619962.9
146301,1.338322,Paranormal Activity: The Ghost Dimension,Gregory Plotkin,88,Horror|Thriller,267,5.0,2015,9199995.952,71851557.15
294016,1.316239,Trumbo,Jay Roach,124,Drama,273,7.2,2015,13799993.93,7576804.786
290751,1.315266,Secret in Their Eyes,Billy Ray,111,Crime|Drama|Mystery,202,6.2,2015,17939992.11,29614535.81
228165,1.291013,The SpongeBob Movie: Sponge Out of Water,Paul Tibbitt,93,Family|Animation,533,5.7,2015,68079970.04,286666383.3
272878,1.278928,Max,Boaz Yakin,111,Adventure|Drama|Family,214,7.0,2015,18399991.9,40449856.8
266396,1.225325,The Gunman,Pierre Morel,115,Action|Drama|Crime,283,5.6,2015,36799983.81,9811564.763
277685,1.191138,Unfriended,Levan Gabriadze,82,Horror|Thriller,643,5.6,2015,919999.5952,57851497.35
268920,1.178831,Hot Pursuit,Anne Fletcher,87,Action|Crime|Comedy,472,5.5,2015,32199985.83,47545764.0
280092,1.1647239999999999,Insidious: Chapter 3,Leigh Whannell,97,Drama|Horror|Thriller,610,6.3,2015,9199995.952,95959500.7
328589,1.142518,The Lady in the Van,Nicholas Hytner,104,Comedy|Drama,135,5.9,2015,5519997.571,38076655.29
228066,1.138395,Victor Frankenstein,Paul McGuigan,109,Drama|Science Fiction|Thriller,408,5.5,2015,36799983.81,31489100.3
291270,1.1252389999999999,Anomalisa,Duke Johnson|Charlie Kaufman,90,Animation|Comedy|Drama|Romance,259,6.7,2015,7359996.762,3458541.598
250124,1.03839,The Diary of a Teenage Girl,Marielle Heller,102,Drama|Romance,186,6.8,2015,1839999.19,1358841.2419999999
282984,1.0070540000000001,Irrational Man,Woody Allen,95,Mystery|Drama,319,6.1,2015,10119995.55,25199786.19
275601,0.956096,Ricki and the Flash,Jonathan Demme,100,Comedy|Drama|Music,152,5.5,2015,16559992.71,38019285.03
304372,0.950793,The Perfect Guy,David M. Rosenthal,100,Drama|Thriller,122,5.6,2015,11039995.14,55451294.76
252512,0.9376200000000001,While We're Young,Noah Baumbach,97,Drama|Comedy,265,5.9,2015,9199995.952,6980483.129
257091,0.9273389999999999,Get Hard,Etan Cohen,100,Comedy,661,5.9,2015,36799983.81,97990493.64
293646,0.9060360000000001,The 33,Patricia Riggen,120,History|Drama,262,5.8,2015,22999989.88,22910495.08
245168,0.8982959999999999,Suffragette,Sarah Gavron,106,Drama|History,231,7.1,2015,12879994.33,14722219.92
301351,0.8809379999999999,We Are Your Friends,Max Joseph,96,Drama|Music|Romance,412,6.2,2015,5519997.571,10232318.3
268238,0.8324870000000001,The Second Best Exotic Marigold Hotel,John Madden,122,Drama|Comedy,196,6.4,2015,9199995.952,79099969.92
256962,0.829111,Little Boy,Alejandro Monteverde,106,Comedy|Drama|War,113,7.1,2015,18399991.9,5906690.881
222936,0.814206,Aloha,Cameron Crowe,105,Adventure|Comedy|Romance,469,5.2,2015,34039985.02,24150007.77
10317,0.795762,Our Brand Is Crisis,David Gordon Green,108,Drama|Comedy,122,5.7,2015,25759988.67,6442077.285
306745,0.706023,Freeheld,Peter Sollett,103,Romance|Drama,86,7.1,2015,6439997.166,527467.9679
292431,0.699932,Love,Gaspar NoÃ©,134,Drama|Romance,307,4.7,2015,2759998.7860000003,639647.1986
300693,0.69957,Truth,James Vanderbilt,121,Drama,89,6.4,2015,8831996.114,2338228.651
256924,0.690479,Danny Collins,Dan Fogelman,107,Comedy|Drama|Music,114,6.6,2015,9199995.952,9968887.454
253414,0.6895789999999999,Rock the Kasbah,Barry Levinson,100,Comedy|Music|War,56,5.1,2015,13799993.93,2779009.6569999997
320588,0.6737920000000001,"Hello, My Name Is Doris",Michael Showalter,95,Comedy|Drama|Romance,87,6.6,2015,919999.5952,13289393.23
157544,0.669351,The Vatican Tapes,Mark Neveldine,91,Thriller|Horror,164,4.5,2015,11959994.74,1641981.2380000001
283235,0.661471,99 Homes,Ramin Bahrani,112,Drama,121,6.8,2015,7359996.762,1298972.268
243938,0.6611630000000001,Hot Tub Time Machine 2,Steve Pink,93,Comedy,244,5.0,2015,12879994.33,11329473.94
254905,0.654046,Manglehorn,David Gordon Green,97,Drama,35,5.0,2015,3679998.381,131652.8621
232572,0.602165,A Walk in the Woods,Ken Kwapis,104,Drama|Adventure|Comedy,171,5.4,2015,7359996.762,33111785.47
243940,0.599655,The Lazarus Effect,David Gelb,83,Thriller|Horror,327,4.9,2015,3035998.664,58981843.81
239573,0.577814,Unfinished Business,Ken Scott,90,Comedy,241,4.9,2015,32199985.83,13276746.92
167810,0.5707439999999999,Lost River,Ryan Gosling,95,Fantasy|Thriller,129,5.7,2015,1839999.19,41796.50161
299245,0.532205,The Gallows,Travis Cluff|Chris Lofing,87,Horror|Thriller,247,5.0,2015,91999.95952,39251239.93
314385,0.524315,By the Sea,Angelina Jolie,122,Drama|Romance,82,5.4,2015,9199995.952,3068131.49
253331,0.46208999999999995,Black or White,Mike Binder,121,Drama,72,6.7,2015,8279996.357000001,19845485.15
297806,0.45087200000000005,I Saw the Light,Marc Abraham,123,Drama|Music,19,5.6,2015,11959994.74,1515044.293
266639,0.43558199999999997,Jem and the Holograms,Jon M. Chu,119,Drama|Music|Adventure|Fantasy,69,5.7,2015,4599997.976,2146988.335
283587,0.424813,Beasts of No Nation,Cary Fukunaga,137,Drama|War,306,7.5,2015,5519997.571,83514.80325
234212,0.41491300000000003,Demonic,Will Canon,83,Thriller|Horror,91,5.0,2015,2759998.7860000003,3116038.6289999997
308638,0.40223600000000004,The D Train,Andrew Mogel|Jarrad Paul,101,Drama|Comedy,47,4.2,2015,411721.8988,709611.3278
245846,0.36590100000000003,Strangerland,Kim Farrant,111,Drama|Thriller,48,5.0,2015,9199995.952,16074.232930000002
331190,0.336107,Captive,Jerry Jameson,97,Crime|Drama|Thriller,55,5.7,2015,1839999.19,2577386.226
343795,0.29875100000000004,90 Minutes in Heaven,Michael Polish,121,Drama,24,5.7,2015,4599997.976,4455281.12
309304,0.259794,Grandma,Paul Weitz,78,Drama|Comedy,81,5.6,2015,551999.7571,6520452.971
323272,0.7310220000000001,War Room,Alex Kendrick,120,Drama,57,6.9,2015,2759998.7860000003,62366880.2
273899,0.07610900000000001,Stonewall,Roland Emmerich,129,Drama,14,5.6,2015,12419994.54,172660.004
157336,24.949134,Interstellar,Christopher Nolan,169,Adventure|Drama|Science Fiction,6498,8.0,2014,151980023.4,572690645.1
118340,14.311205,Guardians of the Galaxy,James Gunn,121,Action|Science Fiction|Adventure,5612,7.9,2014,156585478.6,712291130.2
100402,12.971027000000001,Captain America: The Winter Soldier,Joe Russo|Anthony Russo,136,Action|Adventure|Science Fiction,3848,7.6,2014,156585478.6,658365092.9
245891,11.422751,John Wick,Chad Stahelski|David Leitch,101,Action|Thriller,2712,7.0,2014,18421821.02,72526614.47
131631,10.739009,The Hunger Games: Mockingjay - Part 1,Francis Lawrence,123,Science Fiction|Adventure|Thriller,3590,6.6,2014,115136381.3,692752790.2
122917,10.174599,The Hobbit: The Battle of the Five Armies,Peter Jackson,144,Adventure|Fantasy,3110,7.1,2014,230272762.7,879752289.1
177572,8.691294000000001,Big Hero 6,Don Hall|Chris Williams,102,Adventure|Family|Animation|Action|Comedy,4185,7.8,2014,151980023.4,600648487.7
205596,8.110711,The Imitation Game,Morten Tyldum,113,History|Drama|Thriller|War,3478,8.0,2014,12895274.71,215126072.5
198663,7.1372729999999995,The Maze Runner,Wes Ball,113,Action|Mystery|Science Fiction|Thriller,3425,7.0,2014,31317095.73,320834306.8
194662,6.907147999999999,Birdman,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,119,Drama|Comedy,2801,7.3,2014,16579638.91,95070499.39
210577,6.438727,Gone Girl,David Fincher,145,Mystery|Thriller|Drama,3720,7.9,2014,56186554.1,340186892.1
228150,6.415818,Fury,David Ayer,135,War|Drama|Action,2572,7.4,2014,62634191.45,195103577.6
181533,6.2866919999999995,Night at the Museum: Secret of the Tomb,Shawn Levy,97,Adventure|Comedy|Fantasy|Family,1111,6.1,2014,116978563.4,321851579.1
157350,6.14502,Divergent,Neil Burger,139,Action|Science Fiction|Thriller,3038,6.9,2014,78292739.32,265963102.0
127585,6.052479,X-Men: Days of Future Past,Bryan Singer,131,Action|Adventure|Fantasy|Science Fiction,4006,7.6,2014,230272762.7,687133923.9
240832,5.947136,Lucy,Luc Besson,89,Action|Science Fiction,3699,6.3,2014,36843642.03,426796807.3
98566,5.787396,Teenage Mutant Ninja Turtles,Jonathan Liebesman,101,Science Fiction|Action|Adventure|Fantasy|Comedy,1836,5.8,2014,115136381.3,439544649.4
225886,5.701683,Sex Tape,Jake Kasdan,97,Comedy,1150,5.3,2014,36843642.03,116121496.5
242582,5.522641,Nightcrawler,Dan Gilroy,117,Crime|Drama|Thriller,2087,7.6,2014,7829273.932,35643660.27
91314,4.983782,Transformers: Age of Extinction,Michael Bay,165,Science Fiction|Action|Adventure,2161,5.9,2014,193429120.7,226127853.0
120467,4.93082,The Grand Budapest Hotel,Wes Anderson,99,Comedy|Drama,2802,7.9,2014,27632731.52,160822790.4
244786,4.780419,Whiplash,Damien Chazelle,105,Drama|Music,2372,8.2,2014,3039600.4680000003,12888912.73
119450,4.452507,Dawn of the Planet of the Apes,Matt Reeves,130,Science Fiction|Action|Drama|Thriller,2625,7.4,2014,156585478.6,652316682.2
156022,4.1452089999999995,The Equalizer,Antoine Fuqua,132,Thriller|Action|Crime,2100,7.2,2014,50660007.79,177154121.6
227159,4.105685,Horrible Bosses 2,Sean Anders,108,Comedy,1033,6.1,2014,38685824.13,98230083.94
102382,4.101979,The Amazing Spider-Man 2,Marc Webb,142,Action|Adventure|Fantasy,2813,6.6,2014,184218210.2,650030011.0
137113,3.990452,Edge of Tomorrow,Doug Liman,113,Action|Science Fiction,3267,7.7,2014,163954207.0,341302234.8
228967,3.9892309999999997,The Interview,Evan Goldberg|Seth Rogen,112,Action|Comedy,1657,6.1,2014,40528006.23,10413095.52
190859,3.8630739999999997,American Sniper,Clint Eastwood,134,War|Action,3004,7.5,2014,54160153.79,499514514.1
147441,3.81374,Exodus: Gods and Kings,Ridley Scott,153,Adventure|Drama|Action,1377,5.6,2014,128952747.1,246881718.1
124905,3.689601,Godzilla,Gareth Edwards,123,Action|Science Fiction|Thriller,2169,6.2,2014,147374568.1,487327232.3
102651,3.5823150000000004,Maleficent,Robert Stromberg,97,Fantasy|Adventure|Action|Family|Romance,2928,7.0,2014,165796389.1,698565012.0
254904,3.573028,The November Man,Roger Donaldson,108,Crime|Action|Thriller,481,6.0,2014,13816365.76,29987149.86
242512,3.489314,Ouija,Stiles White,89,Horror,569,4.9,2014,4605455.254,94439261.87
82702,3.4891059999999996,How to Train Your Dragon 2,Dean DeBlois,102,Fantasy|Action|Adventure|Animation|Comedy,2152,7.7,2014,133558202.4,561057788.3
270303,3.3937410000000003,It Follows,David Robert Mitchell,100,Thriller|Horror,1003,6.6,2014,1842182.102,12434729.19
138103,3.34625,The Expendables 3,Patrick Hughes,127,Action|Adventure|Thriller,1275,6.2,2014,82898194.57,189903685.2
137106,3.3277989999999997,The Lego Movie,Phil Lord|Christopher Miller,100,Adventure|Fantasy|Animation|Comedy|Action,2268,7.5,2014,55265463.05,432139714.8
68737,3.260581,Seventh Son,Sergey Bodrov,102,Adventure|Fantasy,675,5.1,2014,87503649.82,105168898.6
266856,3.170271,The Theory of Everything,James Marsh,123,Drama|Romance,1960,7.8,2014,13816365.76,111638022.3
193893,3.14993,Let's Be Cops,Luke Greenfield,104,Comedy,912,6.4,2014,15658547.86,125840630.1
49017,3.028769,Dracula Untold,Gary Shore,92,Horror|Action|Drama|Fantasy|War,1666,6.1,2014,64476373.55,198522018.2
270946,3.007018,Penguins of Madagascar,Simon J. Smith|Eric Darnell,92,Family|Animation|Adventure|Comedy,939,6.5,2014,121584018.7,344075490.8
224141,2.996038,Into the Woods,Rob Marshall,125,Fantasy|Comedy|Music,1095,5.6,2014,46054552.54,196102469.5
53182,2.979181,300: Rise of an Empire,Noam Murro,102,Action|War,1664,6.1,2014,101320015.6,310941963.9
227156,2.881991,The Giver,Phillip Noyce,94,Drama|Science Fiction,1151,6.3,2014,23027276.27,61695098.6
187017,2.8050189999999997,22 Jump Street,Phil Lord|Christopher Miller,112,Crime|Comedy|Action,2416,7.0,2014,46054552.54,173571884.2
169917,2.777996,A Walk Among the Tombstones,Scott Frank,113,Crime|Drama|Mystery|Thriller,823,6.2,2014,25790549.42,48985095.83
116149,2.721864,Paddington,Paul King,95,Comedy,606,7.1,2014,50660007.79,238753457.1
284276,2.692691,Cake,Daniel Barnz,102,Drama,255,6.1,2014,6447637.355,2174033.706
212778,2.67235,Chef,Jon Favreau,115,Comedy,866,7.2,2014,10132001.56,42340653.55
238636,2.6112509999999998,The Purge: Anarchy,James DeMonaco,104,Horror|Thriller,1126,6.6,2014,8289819.457,100198906.8
218043,2.601775,Left Behind,Vic Armstrong,110,Thriller|Action|Science Fiction,253,3.8,2014,14737456.81,18129765.15
85350,2.595951,Boyhood,Richard Linklater,164,Drama,1343,7.6,2014,3684364.203,40849467.01
241239,2.576396,A Most Violent Year,J.C. Chandor,125,Action|Thriller|Crime|Drama,384,6.4,2014,18421821.02,11059604.72
184315,2.549403,Hercules,Brett Ratner,99,Action|Adventure,1215,5.6,2014,92109105.08,224193561.8
86834,2.526779,Noah,Darren Aronofsky,139,Drama|Adventure,1589,5.5,2014,115136381.3,334022131.1
205587,2.523101,The Judge,David Dobkin,141,Drama,974,7.2,2014,46054552.54,77113179.06
232672,2.4451650000000003,Blended,Frank Coraci,117,Comedy,720,6.7,2014,36843642.03,113749780.1
195589,2.376309,Neighbors,Nicholas Stoller,96,Comedy,1829,6.2,2014,16579638.91,246997381.3
249164,2.361267,If I Stay,R.J. Cutler,106,Drama,856,7.2,2014,10132001.56,72650912.02
243683,2.303556,Step Up All In,Trish Sie,112,Romance|Drama|Music,421,6.7,2014,41449097.28,79366405.41
222935,2.293859,The Fault in Our Stars,Josh Boone,125,Romance|Drama,2389,7.8,2014,11053092.61,281072099.3
168530,2.1654619999999998,Ride Along,Tim Story,99,Action|Comedy,634,6.1,2014,23027276.27,141846012.9
171274,2.160156,Inherent Vice,Paul Thomas Anderson,148,Comedy|Romance|Crime|Drama|Mystery,552,6.3,2014,18421821.02,10234219.64
137094,2.141491,Jack Ryan: Shadow Recruit,Kenneth Branagh,105,Action|Drama|Thriller,873,5.9,2014,55265463.05,46560330.08
